Handle,Design code (product.metafields.custom.design_code),Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Qty,Variant Compare At Price,Variant Price,Image Src,Image Position,Image Alt Text,Product Category,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Requires Shipping,Variant Taxable,Status,IGI certificate number (product.metafields.custom.igi_certificate_number),IGI certificate (product.metafields.custom.igi_certificate),Price Breakdown slt (product.metafields.custom.price_breakdown_slt),Discount savings (product.metafields.custom.discount_savings),Offer text (product.metafields.custom.offer_text),Metal color (product.metafields.custom.metal_color),Diamond pcs (product.metafields.custom.diamond_pcs),Stone pcs (product.metafields.custom.stone_pcs)
RG0000149,RG024278,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/RG0000149_4.png,4,Yellow Gold Double V Diamond Ring,,,,,,,,,,,,,,,
RG0000149,RG024278,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/RG0000149_5.png,5,Yellow Gold Double V Diamond Ring,,,,,,,,,,,,,,,
RG0000149,RG024278,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/RG0000149_6.png,6,Yellow Gold Double V Diamond Ring,,,,,,,,,,,,,,,
NP0086,NP000287,Yellow Gold Wing Diamond Nose Pin,"14K yellow gold nose pin with a graceful wing-inspired design and pavé-set round diamonds. Smooth gold curves and brilliant diamonds create ethereal movement and beauty. A distinctive, artistic statement — ideal for special occasions & festive celebrations.",Cavora World Ecom,Nose Pin,"Nose Pin, 14KT Yellow Gold",TRUE,Title,Default Title,NP0086,0.598,1,14754,10775,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/NP0086_1.jpg,1,Yellow Gold Wing Diamond Nose Pin,Apparel & Accessories > Jewelry > Body Jewelry,shopify,continue,manual,TRUE,TRUE,active,38J9954825,https://api.igi.org/viewpdf.php?r=38J9954825,"{""subtotal"":{""net"":""₹10461.22"",""gross"":""₹14324.22""},""making"":{""net"":""₹0.00"",""gross"":""₹2093.00""},""grandtotal"":{""net"":""₹10775"",""gross"":""₹14754""},""metals"":[{""gross"":""₹5151.22"",""net"":""₹5151.22"",""wt"":""0.586 g"",""name"":""14KT Yellow Gold"",""rate"":""₹8790.47/g""}],""tax"":""₹314"",""diamonds"":[{""gross"":""₹7080.00"",""wt"":""0.060 ct"",""name"":""H-I/HI-SI RD - 4 pcs"",""net"":""₹5310.00""}]}",26.97%,Flat 25% OFF on Diamonds + Zero Making Charges,14KT Yellow Gold,4 pcs,
NP0086,NP000287,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/NP0086_2.jpg,2,Yellow Gold Wing Diamond Nose Pin,,,,,,,,,,,,,,,
NP0086,NP000287,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/NP0086_3.jpg,3,Yellow Gold Wing Diamond Nose Pin,,,,,,,,,,,,,,,
NP0086,NP000287,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/NP0086_4.jpg,4,Yellow Gold Wing Diamond Nose Pin,,,,,,,,,,,,,,,
NP0086,NP000287,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/NP0086_5.jpg,5,Yellow Gold Wing Diamond Nose Pin,,,,,,,,,,,,,,,
NP0086,NP000287,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/NP0086_6.png,6,Yellow Gold Wing Diamond Nose Pin,,,,,,,,,,,,,,,
ER02019,AJER44030,925 Silver Diamond Flower Halo Stud Earrings,"Soft, feminine, and full of sparkle — these 925 Silver diamond flower halo stud earrings feature a large brilliant centre diamond surrounded by a delicate scalloped petal halo of pavé diamonds. The floral silhouette makes them instantly wearable for both everyday styling and festive occasions. A beautiful and timeless gift for birthdays, anniversaries, or weddings — fine jewellery she will wear and love for years to come.",Cavora World Ecom,Earring,"Earring, 925 Silver",TRUE,Title,Default Title,ER02019,2.459,1,9136,1839,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/ER02019_1.png,1,925 Silver Diamond Flower Halo Stud Earrings,Apparel & Accessories > Jewelry > Earrings,shopify,continue,manual,TRUE,TRUE,active,,,"{""subtotal"":{""net"":""₹1785.35"",""gross"":""₹8870.45""},""making"":{""net"":""₹0.00"",""gross"":""₹6639.30""},""grandtotal"":{""net"":""₹1839"",""gross"":""₹9136""},""metals"":[{""gross"":""₹447.95"",""net"":""₹447.95"",""wt"":""1.865 g"",""name"":""925 Silver"",""rate"":""₹240.19/g""}],""tax"":""₹54"",""diamonds"":[{""gross"":""₹115.20"",""wt"":""0.192 ct"",""name"":""CZ/CZ RD - 24 pcs"",""net"":""₹86.40""},{""gross"":""₹1668.00"",""wt"":""2.780 ct"",""name"":""CZ/CZ RD - 2 pcs"",""net"":""₹1251.00""}]}",79.87%,Flat 25% OFF on Diamonds + Zero Making Charges,925 Silver,26 pcs,
ER02019,AJER44030,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/ER02019_2.jpg,2,925 Silver Diamond Flower Halo Stud Earrings,,,,,,,,,,,,,,,
ER02019,AJER44030,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/ER02019_3.jpg,3,925 Silver Diamond Flower Halo Stud Earrings,,,,,,,,,,,,,,,
ER02019,AJER44030,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/ER02019_4.png,4,925 Silver Diamond Flower Halo Stud Earrings,,,,,,,,,,,,,,,
ER02019,AJER44030,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/ER02019_5.png,5,925 Silver Diamond Flower Halo Stud Earrings,,,,,,,,,,,,,,,
ER02019,AJER44030,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/ER02019_6.png,6,925 Silver Diamond Flower Halo Stud Earrings,,,,,,,,,,,,,,,
RG0000156,RG024265,Rose Gold Diamond Spiral Wrap Band Ring,"Edgy, bold, and beautifully set — this 18K rose gold open wrap ring features a dramatic spiral design with two pointed ends and wide pavé-set bands richly adorned with brilliant round diamonds. The sculptural, modern silhouette makes it a statement piece for the fashion-forward woman. A stunning gift for anniversaries, birthdays, and festive celebrations — for her who loves jewellery that commands attention and radiates confidence.",Cavora World Ecom,Rings,"Rings, 18KT Rose Gold",TRUE,Title,Default Title,RG0000156,2.58,1,73134,56692,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/RG0000156_1.png,1,Rose Gold Diamond Spiral Wrap Band Ring,Apparel & Accessories > Jewelry > Rings,shopify,continue,manual,TRUE,TRUE,active,35J0873925,https://api.igi.org/viewpdf.php?r=35J0873925,"{""subtotal"":{""net"":""₹55040.53"",""gross"":""₹71004.03""},""making"":{""net"":""₹0.00"",""gross"":""₹6966.00""},""grandtotal"":{""net"":""₹56692"",""gross"":""₹73134""},""metals"":[{""gross"":""₹28048.03"",""net"":""₹28048.03"",""wt"":""2.519 g"",""name"":""18KT Rose Gold"",""rate"":""₹11134.59/g""}],""tax"":""₹1651"",""diamonds"":[{""gross"":""₹30090.00"",""wt"":""0.255 ct"",""name"":""H-I/SI RD - 70 pcs"",""net"":""₹22567.50""},{""gross"":""₹5900.00"",""wt"":""0.050 ct"",""name"":""H-I/HI-SI RD - 2 pcs"",""net"":""₹4425.00""}]}",22.48%,Flat 25% OFF on Diamonds + Zero Making Charges,18KT Rose Gold,72 pcs,
RG0000156,RG024265,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/RG0000156_2.jpg,2,Rose Gold Diamond Spiral Wrap Band Ring,,,,,,,,,,,,,,,
RG0000156,RG024265,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/RG0000156_3.jpg,3,Rose Gold Diamond Spiral Wrap Band Ring,,,,,,,,,,,,,,,
RG0000156,RG024265,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/RG0000156_4.png,4,Rose Gold Diamond Spiral Wrap Band Ring,,,,,,,,,,,,,,,
RG0000156,RG024265,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/RG0000156_5.png,5,Rose Gold Diamond Spiral Wrap Band Ring,,,,,,,,,,,,,,,
RG0000156,RG024265,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/RG0000156_6.png,6,Rose Gold Diamond Spiral Wrap Band Ring,,,,,,,,,,,,,,,
RG0000218,RG024285,Yellow Gold Bypass Diamond Ring,"Graceful and modern, this stunning 14K yellow gold ring showcases an elegant bypass design with asymmetric diamond-studded bands that beautifully intertwine. The flowing lines create artistic movement, while pavé diamonds add continuous sparkle. Perfect for engagements, anniversaries, or as a meaningful gift, this ring symbolizes two lives coming together. Its contemporary elegance suits both traditional and modern occasions. A meaningful gift to celebrate togetherness and eternal love.",Cavora World Ecom,Rings,"Rings, 14KT Yellow Gold",TRUE,Title,Default Title,RG0000218,3.109,1,60498,45836,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/RG0000218_1.png,1,Yellow Gold Bypass Diamond Ring,Apparel & Accessories > Jewelry > Rings,shopify,continue,manual,TRUE,TRUE,active,40J0198925,https://api.igi.org/viewpdf.php?r=40J0198925,"{""subtotal"":{""net"":""₹44500.95"",""gross"":""₹58736.25""},""making"":{""net"":""₹0.00"",""gross"":""₹8394.30""},""grandtotal"":{""net"":""₹45836"",""gross"":""₹60498""},""metals"":[{""gross"":""₹26977.95"",""net"":""₹26977.95"",""wt"":""3.069 g"",""name"":""14KT Yellow Gold"",""rate"":""₹8790.47/g""}],""tax"":""₹1335"",""diamonds"":[{""gross"":""₹23364.00"",""wt"":""0.198 ct"",""name"":""H-I/SI RD - 57 pcs"",""net"":""₹17523.00""}]}",24.24%,Flat 25% OFF on Diamonds + Zero Making Charges,14KT Yellow Gold,57 pcs,
RG0000218,RG024285,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/RG0000218_2.jpg,2,Yellow Gold Bypass Diamond Ring,,,,,,,,,,,,,,,
RG0000218,RG024285,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/RG0000218_3.jpg,3,Yellow Gold Bypass Diamond Ring,,,,,,,,,,,,,,,
RG0000218,RG024285,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/RG0000218_4.png,4,Yellow Gold Bypass Diamond Ring,,,,,,,,,,,,,,,
RG0000218,RG024285,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/RG0000218_5.png,5,Yellow Gold Bypass Diamond Ring,,,,,,,,,,,,,,,
RG0000218,RG024285,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/RG0000218_6.png,6,Yellow Gold Bypass Diamond Ring,,,,,,,,,,,,,,,
PD00289,SET00270-PD,Fan Diamond Pendant 18K Rose Gold,"Luxurious and bold, this 18K rose gold fan-shaped pendant features a grid of miracle-set diamonds within a flared kite silhouette, bordered by a sparkling pavé diamond frame with elegant scroll details. The diamond-encrusted bail adds a finishing touch of refinement. Perfect for wedding wear, special occasions, or gifting on anniversaries. A dazzling expression of love and superior craftsmanship.",Cavora World Ecom,Pendant,"Pendant, 18KT Yellow Gold",TRUE,Title,Default Title,PD00289,5.889,1,209125,160843,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00289_1.png,1,Fan Diamond Pendant 18K Rose Gold,Apparel & Accessories > Jewelry > Earrings,shopify,continue,manual,TRUE,TRUE,active,40J0200025,https://api.igi.org/viewpdf.php?r=40J0200025,"{""subtotal"":{""net"":""₹156158.34"",""gross"":""₹203033.64""},""making"":{""net"":""₹0.00"",""gross"":""₹15900.30""},""grandtotal"":{""net"":""₹160843"",""gross"":""₹209125""},""metals"":[{""gross"":""₹63233.34"",""net"":""₹63233.34"",""wt"":""5.679 g"",""name"":""18KT Yellow Gold"",""rate"":""₹11134.59/g""}],""tax"":""₹4685"",""diamonds"":[{""gross"":""₹114460.00"",""wt"":""0.970 ct"",""name"":""H-I/SI RD - 137 pcs"",""net"":""₹85845.00""},{""gross"":""₹9440.00"",""wt"":""0.080 ct"",""name"":""H-I/HI-SI RD - 7 pcs"",""net"":""₹7080.00""}]}",23.09%,Flat 25% OFF on Diamonds + Zero Making Charges,18KT Yellow Gold,144 pcs,
PD00289,SET00270-PD,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00289_2.jpg,2,Fan Diamond Pendant 18K Rose Gold,,,,,,,,,,,,,,,
PD00289,SET00270-PD,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00289_3.png,3,Fan Diamond Pendant 18K Rose Gold,,,,,,,,,,,,,,,
PD00289,SET00270-PD,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00289_4.png,4,Fan Diamond Pendant 18K Rose Gold,,,,,,,,,,,,,,,
PD00289,SET00270-PD,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00289_5.png,5,Fan Diamond Pendant 18K Rose Gold,,,,,,,,,,,,,,,
PD00289,SET00270-PD,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00289_6.png,6,Fan Diamond Pendant 18K Rose Gold,,,,,,,,,,,,,,,
PD00153,PD015896,Yellow Gold Blue Enamel Hummingbird Pendant,A beautiful symbol of freedom and grace — this 14K yellow gold hummingbird pendant features vibrant blue enamel wings and sparkling pavé-set diamonds in a delicate and lively design. The unique bird motif works perfectly for everyday wear and special gifting moments alike. Gift this charming pendant to someone special and make them feel truly cherished every time they wear it.,Cavora World Ecom,Pendant,"Pendant, 14KT Yellow Gold",TRUE,Title,Default Title,PD00153,0.934,1,20204,14710,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00153_1.jpg,1,Yellow Gold Blue Enamel Hummingbird Pendant,Apparel & Accessories > Jewelry > Earrings,shopify,continue,manual,TRUE,TRUE,active,39J3232825,https://api.igi.org/viewpdf.php?r=39J3232825,"{""subtotal"":{""net"":""₹14282.24"",""gross"":""₹19616.24""},""making"":{""net"":""₹0.00"",""gross"":""₹3269.00""},""grandtotal"":{""net"":""₹14710"",""gross"":""₹20204""},""metals"":[{""gross"":""₹8087.24"",""net"":""₹8087.24"",""wt"":""0.920 g"",""name"":""14KT Yellow Gold"",""rate"":""₹8790.47/g""}],""tax"":""₹428"",""diamonds"":[{""gross"":""₹8260.00"",""wt"":""0.070 ct"",""name"":""H-I/SI RD - 20 pcs"",""net"":""₹6195.00""}]}",27.19%,Flat 25% OFF on Diamonds + Zero Making Charges,14KT Yellow Gold,20 pcs,
PD00153,PD015896,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00153_2.jpg,2,Yellow Gold Blue Enamel Hummingbird Pendant,,,,,,,,,,,,,,,
PD00153,PD015896,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00153_3.jpg,3,Yellow Gold Blue Enamel Hummingbird Pendant,,,,,,,,,,,,,,,
PD00153,PD015896,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00153_4.jpg,4,Yellow Gold Blue Enamel Hummingbird Pendant,,,,,,,,,,,,,,,
PD00153,PD015896,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00153_5.jpg,5,Yellow Gold Blue Enamel Hummingbird Pendant,,,,,,,,,,,,,,,
PD00153,PD015896,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00153_6.png,6,Yellow Gold Blue Enamel Hummingbird Pendant,,,,,,,,,,,,,,,
PD00091,PD015925,Gold Diamond Sparrow Bird Pendant,"Delicate and dazzling, this 14K yellow gold sparrow pendant features a large pear-cut solitaire diamond as the bird's body, surrounded by a halo of brilliant round diamonds. Tiny diamond-tipped branch details complete the lifelike design. An emotionally meaningful piece, ideal for gifting on birthdays, anniversaries, or as a timeless symbol of freedom and love.",Cavora World Ecom,Pendant,"Pendant, 14KT Yellow Gold",TRUE,Title,Default Title,PD00091,1.415,1,31135,22388,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00091_1.png,1,Gold Diamond Sparrow Bird Pendant,Apparel & Accessories > Jewelry > Earrings,shopify,continue,manual,TRUE,TRUE,active,39J3240725,https://api.igi.org/viewpdf.php?r=39J3240725,"{""subtotal"":{""net"":""₹21735.77"",""gross"":""₹30228.27""},""making"":{""net"":""₹0.00"",""gross"":""₹4952.50""},""grandtotal"":{""net"":""₹22388"",""gross"":""₹31135""},""metals"":[{""gross"":""₹10539.77"",""net"":""₹10539.77"",""wt"":""1.199 g"",""name"":""14KT Yellow Gold"",""rate"":""₹8790.47/g""}],""tax"":""₹652"",""diamonds"":[{""gross"":""₹36.00"",""wt"":""0.060 ct"",""name"":""GEN/C MIX ROUND - 1 pcs"",""net"":""₹36.00""},{""gross"":""₹540.00"",""wt"":""0.900 ct"",""name"":""GEN/C MIX PEAR - 1 pcs"",""net"":""₹540.00""},{""gross"":""₹14160.00"",""wt"":""0.120 ct"",""name"":""H-I/SI RD - 34 pcs"",""net"":""₹10620.00""}]}",28.09%,Flat 25% OFF on Diamonds + Zero Making Charges,14KT Yellow Gold,34 pcs,2 pcs
PD00091,PD015925,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00091_2.jpg,2,Gold Diamond Sparrow Bird Pendant,,,,,,,,,,,,,,,
PD00091,PD015925,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00091_3.jpg,3,Gold Diamond Sparrow Bird Pendant,,,,,,,,,,,,,,,
PD00091,PD015925,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00091_4.png,4,Gold Diamond Sparrow Bird Pendant,,,,,,,,,,,,,,,
PD00091,PD015925,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00091_5.png,5,Gold Diamond Sparrow Bird Pendant,,,,,,,,,,,,,,,
PD00091,PD015925,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00091_6.png,6,Gold Diamond Sparrow Bird Pendant,,,,,,,,,,,,,,,
PD00456,SET00232-PD,White Gold Sapphire Butterfly Diamond Pendant,"A symbol of transformation and grace — this 14K white gold butterfly pendant features two sparkling pavé-diamond upper wings and two vibrant pear-cut blue sapphire lower wings, united by a round diamond accent. The lightweight, elegant design suits daily wear and festive styling. Perfect for gifting on birthdays, anniversaries, and special occasions. A timeless treasure, ideal for someone who embraces life beautifully.",Cavora World Ecom,Pendant,"Pendant, 14KT White Gold",TRUE,Title,Default Title,PD00456,4.27,1,71905,54257,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00456_1.jpg,1,White Gold Sapphire Butterfly Diamond Pendant,Apparel & Accessories > Jewelry > Earrings,shopify,continue,manual,TRUE,TRUE,active,38J9961425,https://api.igi.org/viewpdf.php?r=38J9961425,"{""subtotal"":{""net"":""₹52677.47"",""gross"":""₹69811.47""},""making"":{""net"":""₹0.00"",""gross"":""₹11529.00""},""grandtotal"":{""net"":""₹54257"",""gross"":""₹71905""},""metals"":[{""gross"":""₹35170.67"",""net"":""₹35170.67"",""wt"":""4.001 g"",""name"":""14KT White Gold"",""rate"":""₹8790.47/g""}],""tax"":""₹1580"",""diamonds"":[{""gross"":""₹691.80"",""wt"":""1.153 ct"",""name"":""GEN/C MIX PEAR - 2 pcs"",""net"":""₹691.80""},{""gross"":""₹18880.00"",""wt"":""0.160 ct"",""name"":""H-I/SI RD - 22 pcs"",""net"":""₹14160.00""},{""gross"":""₹3540.00"",""wt"":""0.030 ct"",""name"":""H-I/SI RD - 1 pcs"",""net"":""₹2655.00""}]}",24.54%,Flat 25% OFF on Diamonds + Zero Making Charges,14KT White Gold,23 pcs,2 pcs
PD00456,SET00232-PD,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00456_2.jpg,2,White Gold Sapphire Butterfly Diamond Pendant,,,,,,,,,,,,,,,
PD00456,SET00232-PD,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00456_3.jpg,3,White Gold Sapphire Butterfly Diamond Pendant,,,,,,,,,,,,,,,
PD00456,SET00232-PD,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00456_4.jpg,4,White Gold Sapphire Butterfly Diamond Pendant,,,,,,,,,,,,,,,
PD00456,SET00232-PD,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00456_5.jpg,5,White Gold Sapphire Butterfly Diamond Pendant,,,,,,,,,,,,,,,
PD00456,SET00232-PD,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00456_6.png,6,White Gold Sapphire Butterfly Diamond Pendant,,,,,,,,,,,,,,,
PD00748,PD015660,14K Yellow Gold Tilted Square Diamond Pendant,"Where modern geometry meets timeless sparkle — this 14K yellow gold pendant features an elegant curved gold sweep descending into a tilted square diamond frame with a brilliant cluster centrepiece. The structured design is bold yet refined, speaking to the woman who appreciates architectural beauty in her jewellery. Ideal for gifting on birthdays, promotions, or any occasion worth celebrating — a confident, contemporary pendant she will treasure and wear with pride.",Cavora World Ecom,Pendant,"Pendant, 14KT Yellow Gold",TRUE,Title,Default Title,PD00748,1.326,1,40732,29875,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00748_1.png,1,14K Yellow Gold Tilted Square Diamond Pendant,Apparel & Accessories > Jewelry > Earrings,shopify,continue,manual,TRUE,TRUE,active,50J1974525,https://api.igi.org/viewpdf.php?r=50J1974525,"{""subtotal"":{""net"":""₹29004.54"",""gross"":""₹39545.54""},""making"":{""net"":""₹0.00"",""gross"":""₹4641.00""},""grandtotal"":{""net"":""₹29875"",""gross"":""₹40732""},""metals"":[{""gross"":""₹11304.54"",""net"":""₹11304.54"",""wt"":""1.286 g"",""name"":""14KT Yellow Gold"",""rate"":""₹8790.47/g""}],""tax"":""₹870"",""diamonds"":[{""gross"":""₹23600.00"",""wt"":""0.200 ct"",""name"":""H-I/SI RD - 25 pcs"",""net"":""₹17700.00""}]}",26.65%,Flat 25% OFF on Diamonds + Zero Making Charges,14KT Yellow Gold,25 pcs,
PD00748,PD015660,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00748_2.jpg,2,14K Yellow Gold Tilted Square Diamond Pendant,,,,,,,,,,,,,,,
PD00748,PD015660,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00748_3.jpg,3,14K Yellow Gold Tilted Square Diamond Pendant,,,,,,,,,,,,,,,
PD00748,PD015660,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00748_4.png,4,14K Yellow Gold Tilted Square Diamond Pendant,,,,,,,,,,,,,,,
PD00748,PD015660,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00748_5.png,5,14K Yellow Gold Tilted Square Diamond Pendant,,,,,,,,,,,,,,,
PD00748,PD015660,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/PD00748_6.png,6,14K Yellow Gold Tilted Square Diamond Pendant,,,,,,,,,,,,,,,
ER00299,ER010455,Two-Tone Starburst Spray Diamond Stud Earrings,"18K yellow gold studs shaped as a radial petal burst with marquise and arc shapes, each pavé-set in white gold around a solitaire centre. Open and dimensional — joyful movement for daily wear and special occasions. Classic yet distinctive for weddings & gifting.",Cavora World Ecom,Earring,"Earring, 18KT Yellow Gold",TRUE,Title,Default Title,ER00299,3.055,1,95457,70705,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/ER00299_1.jpg,1,Two-Tone Starburst Spray Diamond Stud Earrings,Apparel & Accessories > Jewelry > Earrings,shopify,continue,manual,TRUE,TRUE,active,36J8384225,https://api.igi.org/viewpdf.php?r=36J8384225,"{""subtotal"":{""net"":""₹68646.00"",""gross"":""₹92677.00""},""making"":{""net"":""₹0.00"",""gross"":""₹8248.50""},""grandtotal"":{""net"":""₹70705"",""gross"":""₹95457""},""metals"":[{""gross"":""₹21298.50"",""net"":""₹21298.50"",""wt"":""2.948 g"",""name"":""18KT Yellow Gold"",""rate"":""₹11134.59/g""}],""tax"":""₹2059"",""diamonds"":[{""gross"":""₹8850.00"",""wt"":""0.075 ct"",""name"":""H-I/SI RD - 12 pcs"",""net"":""₹6637.50""},{""gross"":""₹54280.00"",""wt"":""0.460 ct"",""name"":""H-I/HI-SI RD - 38 pcs"",""net"":""₹40710.00""}]}",25.93%,Flat 25% OFF on Diamonds + Zero Making Charges,18KT Yellow Gold,50 pcs,
ER00299,ER010455,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/ER00299_2.jpg,2,Two-Tone Starburst Spray Diamond Stud Earrings,,,,,,,,,,,,,,,
ER00299,ER010455,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/ER00299_3.jpg,3,Two-Tone Starburst Spray Diamond Stud Earrings,,,,,,,,,,,,,,,
ER00299,ER010455,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/ER00299_4.jpg,4,Two-Tone Starburst Spray Diamond Stud Earrings,,,,,,,,,,,,,,,
ER00299,ER010455,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/ER00299_5.jpg,5,Two-Tone Starburst Spray Diamond Stud Earrings,,,,,,,,,,,,,,,
ER00299,ER010455,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/ER00299_6.png,6,Two-Tone Starburst Spray Diamond Stud Earrings,,,,,,,,,,,,,,,
BR0000251,AJBR22034,Gold Diamond Double Layer Bead Bracelet,"Modern and effortlessly cool, this 18K gold diamond double layer bead bracelet features two strands — a plain gold chain and a vibrant blue bead chain — joined by a sparkling diamond cluster bar at the centre. The layered look gives a stacked style without the effort. Perfect for daily wear or festive occasions and a great gift for women who love contemporary fine jewellery with a fun, fresh vibe.",Cavora World Ecom,Bracelets,"Bracelets, 18KT Yellow Gold",TRUE,Title,Default Title,BR0000251,3.42,1,66620,52095,https://cdn.shopify.com/s/files/1/0937/6579/6122/files/BR0000251_1.png,1,Gold Diamond Double Layer Bead Bracelet,Apparel & Accessories > Jewelry > Bracelets,shopify,continue,manual,TRUE,TRUE,active,60J9364125,https://api.igi.org/viewpdf.php?r=60J9364125,"{""subtotal"":{""net"":""₹50578.36"",""gross"":""₹64679.86""},""making"":{""net"":""₹0.00"",""gross"":""₹9234.00""},""grandtotal"":{""net"":""₹52095"",""gross"":""₹66620""},""metals"":[{""gross"":""₹35975.86"",""net"":""₹35975.86"",""wt"":""3.231 g"",""name"":""18KT Yellow Gold"",""rate"":""₹11134.59/g""}],""tax"":""₹1517"",""diamonds"":[{""gross"":""₹0.00"",""wt"":""0.780 ct"",""name"":""Beads/Beads FANCY - 21 pcs"",""net"":""₹0.00""},{""gross"":""₹19470.00"",""wt"":""0.165 ct"",""name"":""H-I/HI-SI RD - 13 pcs"",""net"":""₹14602.50""}]}",21.80%,Flat 25% OFF on Diamonds + Zero Making Charges,18KT Yellow Gold,13 pcs,21 pcs
